ASL,,,,,,,,,,,,,
경기번호,구분,선수명,종족,승/패,MAP,승/패,종족,선수명,,,,,
846,,조기석,T,패,매치포인트,승,P,김택용,,,,,
847,,조기석,T,패,폴리포이드,승,P,김택용,,,,,
848,,도재욱,P,패,폴리포이드,승,P,김택용,,,,,
849,,도재욱,P,승,히치하이커,패,P,김택용,,,,,
850,,도재욱,P,패,네오 실피드,승,P,김택용,,,,,
851,"ASL Season 9
8강",이영호,T,패,호라이즌 달 기지,승,Z,김성대,,,,,
852,,이영호,T,승,에스컬레이드,패,Z,김성대,,,,,
853,,이영호,T,패,네오 실피드,승,Z,김성대,,,,,
854,,이영호,T,승,매치포인트,패,Z,김성대,,,,,
855,,이영호,T,승,히치하이커,패,Z,김성대,,,,,
856,,김명운,Z,패,에스컬레이드,승,Z,임홍규,,,,,
857,,김명운,Z,승,호라이즌 달 기지,패,Z,임홍규,,,,,
858,,김명운,Z,승,네오 실피드,패,Z,임홍규,,,,,
859,,김명운,Z,패,폴리포이드,승,Z,임홍규,,,,,
860,,김명운,Z,승,이너코븐,패,Z,임홍규,,,,,
861,,송병구,P,패,호라이즌 달 기지,승,T,이재호,,,,,
862,,송병구,P,승,매치포인트,패,T,이재호,,,,,
863,,송병구,P,승,네오 실피드,패,T,이재호,,,,,
864,,송병구,P,패,이너코븐,승,T,이재호,,,,,
865,,송병구,P,패,폴리포이드,승,T,이재호,,,,,
866,,박상현,Z,승,폴리포이드,패,P,김택용,,,,,
867,,박상현,Z,승,매치포인트,패,P,김택용,,,,,
868,,박상현,Z,패,에스컬레이드,승,P,김택용,,,,,
869,,박상현,Z,패,히치하이커,승,P,김택용,,,,,
870,,박상현,Z,승,네오 실피드,패,P,김택용,,,,,
871,"ASL Season 9
4강",이영호,T,승,매치포인트,패,Z,김명운,,,,,
872,,이영호,T,패,호라이즌 달 기지,승,Z,김명운,,,,,
873,,이영호,T,승,폴리포이드,패,Z,김명운,,,,,
874,,이영호,T,패,네오 실피드,승,Z,김명운,,,,,
875,,이영호,T,패,히치하이커,승,Z,김명운,,,,,
876,,이재호,T,승,매치포인트,패,Z,박상현,,,,,
877,,이재호,T,패,네오 실피드,승,Z,박상현,,,,,
878,,이재호,T,승,에스컬레이드,패,Z,박상현,,,,,
879,,이재호,T,승,폴리포이드,패,Z,박상현,,,,,
880,"ASL Season 9
3-4위전",이영호,T,승,네오 실피드,패,Z,박상현,,,,,
881,,이영호,T,승,히치하이커,패,Z,박상현,,,,,
882,,이영호,T,승,호라이즌 달 기지,패,Z,박상현,,,,,
883,"ASL Season 9
결승전",김명운,Z,승,호라이즌 달 기지,패,T,이재호,,,,,
884,,김명운,Z,승,네오 실피드,패,T,이재호,,,,,
885,,김명운,Z,패,히치하이커,승,T,이재호,,,,,
886,,김명운,Z,승,매치포인트,패,T,이재호,,,,,
887,,김명운,Z,승,이너코븐,패,T,이재호,,,,,
888,"ASL Season 10
24강",김택용,P,패,링잉 블룸,승,T,신상문,,,,,
889,,이영한,Z,패,링잉 블룸,승,T,정영재,,,,,
890,,신상문,T,승,이클립스,패,T,정영재,,,,,
891,,이영한,Z,패,이클립스,승,P,김택용,,,,,
892,,김택용,P,패,폴리포이드,승,T,정영재,,,,,
893,,장윤철,P,승,링잉 블룸,패,Z,윤진규,,,,,
894,,김민철,Z,승,링잉 블룸,패,T,최호선,,,,,
895,,김민철,Z,승,이클립스,패,P,장윤철,,,,,
896,,윤진규,Z,승,이클립스,패,T,최호선,,,,,
897,,장윤철,P,승,폴리포이드,패,Z,윤진규,,,,,
898,,김윤중,P,승,링잉 블룸,패,T,황병영,,,,,
899,,도재욱,P,승,링잉 블룸,패,Z,이예훈,,,,,
900,,도재욱,P,패,이클립스,승,P,김윤중,,,,,
901,,황병영,T,패,이클립스,승,Z,이예훈,,,,,
902,,도재욱,P,승,폴리포이드,패,Z,이예훈,,,,,
903,,변현제,P,승,링잉 블룸,패,T,김지성,,,,,
904,,조일장,Z,승,링잉 블룸,패,Z,박준오,,,,,
905,,조일장,Z,승,이클립스,패,P,변현제,,,,,
906,,김지성,T,승,이클립스,패,Z,박준오,,,,,
907,,변현제,P,승,폴리포이드,패,T,김지성,,,,,
908,,임홍규,Z,승,링잉 블룸,패,P,김범수,,,,,
909,,송병구,P,패,링잉 블룸,승,T,유영진,,,,,
910,,임홍규,Z,패,이클립스,승,T,유영진,,,,,
911,,송병구,P,승,이클립스,패,P,김범수,,,,,
912,,송병구,P,패,폴리포이드,승,Z,임홍규,,,,,
913,,조기석,T,패,링잉 블룸,승,Z,유진우,,,,,
914,,김성대,Z,승,링잉 블룸,패,P,윤용태,,,,,
915,,김성대,Z,승,이클립스,패,Z,유진우,,,,,
916,,조기석,T,패,이클립스,승,P,윤용태,,,,,
917,,유진우,Z,패,폴리포이드,승,P,윤용태,,,,,
918,"ASL Season 10
16강",김명운,Z,승,샤쿠러스 템플,패,T,신상문,,,,,
919,,정영재,T,승,샤쿠러스 템플,패,T,유영진,,,,,
920,,정영재,T,승,옵티마이저,패,Z,김명운,,,,,
921,,정영재,T,패,이클립스,승,Z,김명운,,,,,
922,,정영재,T,패,벤젠,승,Z,김명운,,,,,
923,,신상문,T,패,이클립스,승,T,유영진,,,,,
924,,신상문,T,패,폴리포이드,승,T,유영진,,,,,
925,,정영재,T,승,폴리포이드,패,T,유영진,,,,,
926,,정영재,T,패,링잉 블룸,승,T,유영진,,,,,
927,,정영재,T,패,옵티마이저,승,T,유영진,,,,,
928,,이재호,T,승,샤쿠러스 템플,패,P,도재욱,,,,,
929,,임홍규,Z,승,샤쿠러스 템플,패,Z,김성대,,,,,
930,,임홍규,Z,승,링잉 블룸,패,T,이재호,,,,,
931,,임홍규,Z,승,옵티마이저,패,T,이재호,,,,,
932,,도재욱,P,승,플라즈마,패,Z,김성대,,,,,
933,,도재욱,P,승,벤젠,패,Z,김성대,,,,,
934,,이재호,T,패,벤젠,승,P,도재욱,,,,,
935,,이재호,T,승,이클립스,패,P,도재욱,,,,,
936,,이재호,T,패,링잉 블룸,승,P,도재욱,,,,,
937,,이영호,T,승,샤쿠러스 템플,패,P,윤용태,,,,,
938,,장윤철,P,승,샤쿠러스 템플,패,Z,조일장,,,,,
939,,장윤철,P,패,이클립스,승,P,이영호,,,,,
940,,장윤철,P,패,옵티마이저,승,P,이영호,,,,,
941,,윤용태,P,패,옵티마이저,승,Z,조일장,,,,,
942,,윤용태,P,승,폴리포이드,패,Z,조일장,,,,,
943,,윤용태,P,승,링잉 블룸,패,Z,조일장,,,,,
944,,장윤철,P,승,링잉 블룸,패,P,윤용태,,,,,
945,,장윤철,P,패,이클립스,승,P,윤용태,,,,,
946,,장윤철,P,승,옵티마이저,패,P,윤용태,,,,,
947,,박상현,Z,승,샤쿠러스 템플,패,P,변현제,,,,,
948,,김윤중,P,승,샤쿠러스 템플,패,Z,김민철,,,,,
949,,김윤중,P,패,링잉 블룸,승,Z,박상현,,,,,
950,,김윤중,P,패,이클립스,승,Z,박상현,,,,,
951,,변현제,P,패,옵티마이저,승,Z,김민철,,,,,
952,,변현제,P,승,링잉 블룸,패,Z,김민철,,,,,
953,,변현제,P,패,벤젠,승,Z,김민철,,,,,
954,,김윤중,P,패,이클립스,승,Z,김민철,,,,,
955,,김윤중,P,패,링잉 블룸,승,Z,김민철,,,,,
956,"ASL Season 10
8강",이영호,T,승,플라즈마,패,T,유영진,,,,,
957,,이영호,P,승,이클립스,패,T,유영진,,,,,
958,,이영호,Z,승,링잉 블룸,패,T,유영진,,,,,
959,,박상현,Z,승,벤젠,패,P,장윤철,,,,,
960,,박상현,Z,승,플라즈마,패,P,장윤철,,,,,
961,,박상현,Z,승,샤쿠러스 템플,패,P,장윤철,,,,,
962,,임홍규,Z,승,폴리포이드,패,Z,김민철,,,,,
963,,임홍규,Z,패,이클립스,승,Z,김민철,,,,,
964,,임홍규,Z,승,샤쿠러스 템플,패,Z,김민철,,,,,
965,,임홍규,Z,승,벤젠,패,Z,김민철,,,,,
966,,김명운,Z,승,폴리포이드,패,P,도재욱,,,,,
967,,김명운,Z,승,플라즈마,패,P,도재욱,,,,,
968,,김명운,Z,승,벤젠,패,P,도재욱,,,,,
969,"ASL Season 10
4강",이영호,Z,승,플라즈마,패,Z,박상현,,,,,
970,,이영호,Z,패,벤젠,승,Z,박상현,,,,,
971,,이영호,T,승,옵티마이저,패,Z,박상현,,,,,
972,,이영호,T,패,이클립스,승,Z,박상현,,,,,
973,,이영호,P,패,링잉 블룸,승,Z,박상현,,,,,
974,,이영호,Z,패,폴리포이드,승,Z,박상현,,,,,
975,,임홍규,Z,승,벤젠,패,Z,김명운,,,,,
976,,임홍규,Z,패,폴리포이드,승,Z,김명운,,,,,
977,,임홍규,Z,패,옵티마이저,승,Z,김명운,,,,,
978,,임홍규,Z,패,샤쿠러스 템플,승,Z,김명운,,,,,
979,,임홍규,Z,패,이클립스,승,Z,김명운,,,,,
980,"ASL Season 10
3-4위전",이영호,T,승,이클립스,패,Z,임홍규,,,,,
981,,이영호,Z,승,플라즈마,패,Z,임홍규,,,,,
982,,이영호,T,승,폴리포이드,패,Z,임홍규,,,,,
983,"ASL Season 10
FINALS",박상현,Z,패,플라즈마,승,Z,김명운,,,,,
984,,박상현,Z,패,벤젠,승,Z,김명운,,,,,
985,,박상현,Z,승,폴리포이드,패,Z,김명운,,,,,
986,,박상현,Z,패,샤쿠러스 템플,승,Z,김명운,,,,,
987,,박상현,Z,승,이클립스,패,Z,김명운,,,,,
988,,박상현,Z,승,링잉 블룸,패,Z,김명운,,,,,
989,,박상현,Z,패,옵티마이저,승,Z,김명운,,,,,
990,"ASL Season 11
와일드카드",장윤철,P,패,폴리포이드,승,Z,김민철,,,,,
991,,장윤철,P,패,이클립스,승,Z,김민철,,,,,
992,,유영진,T,승,폴리포이드,패,P,도재욱,,,,,
993,,유영진,T,패,벤젠,승,P,도재욱,,,,,
994,,유영진,T,승,이클립스,패,P,도재욱,,,,,
995,,유영진,T,패,폴리포이드,승,Z,김민철,,,,,
996,,유영진,T,승,이클립스,패,Z,김민철,,,,,
997,,유영진,T,승,샤쿠러스 템플,패,Z,김민철,,,,,
998,"ASL Season 11
24강",김정우,Z,승,이클립스,패,P,원지훈,,,,,
999,,조일장,Z,승,이클립스,패,T,황병영,,,,,
1000,,조일장,Z,승,어센션,패,Z,김정우,,,,,
1001,,원지훈,P,승,얼티메이트 스트림,패,T,황병영,,,,,
1002,,김정우,Z,승,폴리포이드,패,P,원지훈,,,,,
1003,,이재호,T,승,이클립스,패,P,윤수철,,,,,
1004,,이영한,Z,패,이클립스,승,T,김지성,,,,,
1005,,이재호,T,패,히든트랙,승,T,김지성,,,,,
1006,,이영한,Z,승,어센션,패,P,윤수철,,,,,
1007,,이영한,Z,패,폴리포이드,승,T,이재호,,,,,
1008,,도재욱,P,승,이클립스,패,T,이영웅,,,,,
1009,,김성대,Z,패,이클립스,승,T,정영재,,,,,
1010,,도재욱,P,패,얼티메이트 스트림,승,T,정영재,,,,,
1011,,김성대,Z,승,어센션,패,T,이영웅,,,,,
1012,,김성대,Z,패,폴리포이드,승,P,도재욱,,,,,
1013,,장윤철,P,승,이클립스,패,T,유승곤,,,,,
1014,,김윤중,P,승,이클립스,패,T,최호선,,,,,
1015,,김윤중,P,패,히든트랙,승,P,장윤철,,,,,
1016,,유승곤,T,패,어센션,승,T,최호선,,,,,
1017,,김윤중,P,승,폴리포이드,패,T,최호선,,,,,
1018,,조기석,T,승,이클립스,패,Z,김경모,,,,,
1019,,김택용,P,승,이클립스,패,T,임진묵,,,,,
1020,,조기석,T,승,히든트랙,패,P,김택용,,,,,
1021,,김경모,Z,패,히든트랙,승,T,임진묵,,,,,
1022,,김택용,P,승,폴리포이드,패,T,임진묵,,,,,
1023,,변현제,P,승,이클립스,패,T,배호연,,,,,
1024,,윤찬희,T,승,이클립스,패,Z,한두열,,,,,
1025,,윤찬희,T,승,얼티메이트 스트림,패,P,변현제,,,,,
1026,,배호연,T,패,어센션,승,Z,한두열,,,,,
1027,,변현제,P,승,투혼,패,Z,한두열,,,,,
1028,"ASL Season 11
16강",김명운,Z,승,폴리포이드,패,T,윤찬희,,,,,
1029,,김윤중,P,패,폴리포이드,승,P,변현제,,,,,
1030,,김명운,Z,패,폴라리스 랩소디,승,P,변현제,,,,,
1031,,김명운,Z,승,어센션,패,P,변현제,,,,,
1032,,김명운,Z,패,얼티메이트 스트림,승,P,변현제,,,,,
1033,,김윤중,P,패,어센션,승,T,윤찬희,,,,,
1034,,김윤중,P,승,투혼,패,T,윤찬희,,,,,
1035,,김윤중,P,승,얼티메이트 스트림,패,T,윤찬희,,,,,
1036,,김윤중,P,승,얼티메이트 스트림,패,Z,김명운,,,,,
1037,,김윤중,P,패,이클립스,승,Z,김명운,,,,,
1038,,김윤중,P,패,투혼,승,Z,김명운,,,,,
1039,,박상현,Z,패,폴리포이드,승,T,정영재,,,,,
1040,,조기석,T,승,폴리포이드,패,P,도재욱,,,,,
1041,,조기석,T,패,이클립스,승,T,정영재,,,,,
1042,,조기석,T,승,투혼,패,T,정영재,,,,,
1043,,조기석,T,패,폴라리스 랩소디,승,T,정영재,,,,,
1044,,박상현,Z,패,어센션,승,P,도재욱,,,,,
1045,,박상현,Z,패,폴라리스 랩소디,승,P,도재욱,,,,,
1046,,조기석,T,승,어센션,패,P,도재욱,,,,,
1047,,조기석,T,패,히든트랙,승,P,도재욱,,,,,
1048,,조기석,T,패,이클립스,승,P,도재욱,,,,,
1049,,임홍규,Z,승,폴리포이드,패,P,김택용,,,,,
1050,,김정우,Z,패,폴리포이드,승,P,장윤철,,,,,
1051,,임홍규,Z,패,어센션,승,P,장윤철,,,,,
1052,,임홍규,Z,승,얼티메이트 스트림,패,P,장윤철,,,,,
1053,,임홍규,Z,승,폴라리스 랩소디,패,P,장윤철,,,,,
1054,,김정우,Z,패,이클립스,승,P,김택용,,,,,
1055,,김정우,Z,패,폴라리스 랩소디,승,P,김택용,,,,,
1056,,김택용,P,패,히든트랙,승,P,장윤철,,,,,
1057,,김택용,P,패,폴라리스 랩소디,승,P,장윤철,,,,,
1058,,유영진,T,승,폴리포이드,패,T,김지성,,,,,
1059,,조일장,Z,승,폴리포이드,패,T,이재호,,,,,
1060,,조일장,Z,승,히든트랙,패,T,유영진,,,,,
1061,,조일장,Z,승,투혼,패,T,유영진,,,,,
1062,,김지성,T,패,히든트랙,승,T,이재호,,,,,
1063,,김지성,T,패,폴라리스 랩소디,승,T,이재호,,,,,
1064,,유영진,T,패,이클립스,승,T,이재호,,,,,
1065,,유영진,T,승,투혼,패,T,이재호,,,,,
1066,,유영진,T,승,히든트랙,패,T,이재호,,,,,
1067,"ASL Season 11
8강",변현제,P,승,어센션,패,P,도재욱,,,,,
1068,,변현제,P,승,얼티메이트 스트림,패,P,도재욱,,,,,
1069,,변현제,P,승,폴리포이드,패,P,도재욱,,,,,
1070,,정영재,T,패,이클립스,승,Z,김명운,,,,,
1071,,정영재,T,패,폴리포이드,승,Z,김명운,,,,,
1072,,정영재,T,패,투혼,승,Z,김명운,,,,,
1073,,조일장,Z,승,히든트랙,패,P,장윤철,,,,,
1074,,조일장,Z,패,어센션,승,P,장윤철,,,,,
1075,,조일장,Z,승,얼티메이트 스트림,패,P,장윤철,,,,,
1076,,조일장,Z,승,이클립스,패,P,장윤철,,,,,
1077,,임홍규,Z,승,얼티메이트 스트림,패,T,유영진,,,,,
1078,,임홍규,Z,패,이클립스,승,T,유영진,,,,,
1079,,임홍규,Z,승,어센션,패,T,유영진,,,,,
1080,,임홍규,Z,패,투혼,승,T,유영진,,,,,
1081,,임홍규,Z,승,폴라리스 랩소디,패,T,유영진,,,,,
1082,"ASL Season 11
4강",변현제,P,패,히든트랙,승,Z,김명운,,,,,
1083,,변현제,P,승,투혼,패,Z,김명운,,,,,
1084,,변현제,P,승,폴리포이드,패,Z,김명운,,,,,
1085,,변현제,P,승,이클립스,패,Z,김명운,,,,,
1086,,변현제,P,승,어센션,패,Z,김명운,,,,,
1087,,조일장,Z,패,히든트랙,승,Z,임홍규,,,,,
1088,,조일장,Z,패,투혼,승,Z,임홍규,,,,,
1089,,조일장,Z,패,얼티메이트 스트림,승,Z,임홍규,,,,,
1090,,조일장,Z,패,어센션,승,Z,임홍규,,,,,
1091,"ASL Season 11
3-4위전",김명운,Z,승,폴라리스 랩소디,패,Z,조일장,,,,,
1092,,김명운,Z,승,이클립스,패,Z,조일장,,,,,
1093,,김명운,Z,패,히든트랙,승,Z,조일장,,,,,
1094,,김명운,Z,패,폴리포이드,승,Z,조일장,,,,,
1095,,김명운,Z,패,어센션,승,Z,조일장,,,,,
1096,"ASL Season 11
결승전",변현제,P,패,폴리포이드,승,Z,임홍규,,,,,
1097,,변현제,P,패,이클립스,승,Z,임홍규,,,,,
1098,,변현제,P,승,히든트랙,패,Z,임홍규,,,,,
1099,,변현제,P,승,어센션,패,Z,임홍규,,,,,
1100,,변현제,P,패,폴라리스 랩소디,승,Z,임홍규,,,,,
1101,,변현제,P,승,얼티메이트 스트림,패,Z,임홍규,,,,,
1102,,변현제,P,패,투혼,승,Z,임홍규,,,,,
1103,"ASL Season 12
와일드카드",정영재,T,패,폴리포이드,승,P,도재욱,,,,,
1104,,정영재,T,패,어센션,승,P,도재욱,,,,,
1105,,장윤철,P,패,어센션,승,T,유영진,,,,,
1106,,장윤철,P,승,이클립스,패,T,유영진,,,,,
1107,,장윤철,P,패,폴리포이드,승,T,유영진,,,,,
1108,,도재욱,P,패,폴리포이드,승,T,유영진,,,,,
1109,,도재욱,P,패,이클립스,승,T,유영진,,,,,
1110,"ASL Season 12
24강",조기석,T,패,이클립스,승,P,김범수,,,,,
1111,,김민철,Z,승,이클립스,패,P,원지훈,,,,,
1112,,김민철,Z,승,어센션,패,P,김범수,,,,,
1113,,조기석,T,승,리볼버,패,P,원지훈,,,,,
1114,,조기석,T,패,라르고,승,P,김범수,,,,,
1115,,도재욱,P,승,이클립스,패,Z,배병우,,,,,
1116,,최호선,T,패,이클립스,승,P,윤용태,,,,,
1117,,도재욱,P,패,리볼버,승,P,윤용태,,,,,
1118,,최호선,T,패,레몬,승,Z,배병우,,,,,
1119,,도재욱,P,패,라르고,승,Z,배병우,,,,,
1120,,장윤철,P,승,이클립스,패,Z,박재혁,,,,,
1121,,정영재,T,승,이클립스,패,P,진영화,,,,,
1122,,정영재,T,패,어센션,승,P,장윤철,,,,,
1123,,박재혁,Z,패,레몬,승,P,진영화,,,,,
1124,,정영재,T,승,폴리포이드,패,P,진영화,,,,,
1125,,박상현,Z,승,이클립스,패,Z,고석현,,,,,
1126,,윤찬희,T,패,이클립스,승,T,황병영,,,,,
1127,,박상현,Z,승,어센션,패,T,황병영,,,,,
1128,,윤찬희,T,패,리볼버,승,Z,고석현,,,,,
1129,,고석현,Z,패,폴리포이드,승,T,황병영,,,,,
1130,,김성대,Z,패,이클립스,승,T,신상문,,,,,
1131,,송병구,P,승,이클립스,패,Z,유진우,,,,,
1132,,송병구,P,승,어센션,패,T,신상문,,,,,
1133,,김성대,Z,패,리볼버,승,Z,유진우,,,,,
1134,,신상문,T,패,굿나잇,승,Z,유진우,,,,,
1135,,이재호,T,승,이클립스,패,P,홍덕,,,,,
1136,,이영한,Z,승,이클립스,패,T,김지성,,,,,
1137,,이영한,Z,패,리볼버,승,T,이재호,,,,,
1138,,홍덕,P,패,어센션,승,T,김지성,,,,,
1139,,이영한,Z,패,라르고,승,T,김지성,,,,,
1140,"ASL Season 12
16강",변현제,P,패,폴리포이드,승,Z,배병우,,,,,
1141,,박상현,Z,승,폴리포이드,패,T,정영재,,,,,
1142,,박상현,Z,패,리볼버,승,Z,배병우,,,,,
1143,,박상현,Z,승,어센션,패,Z,배병우,,,,,
1144,,박상현,Z,승,라르고,패,Z,배병우,,,,,
1145,,변현제,P,승,어센션,패,T,정영재,,,,,
1146,,변현제,P,승,리볼버,패,T,정영재,,,,,
1147,,변현제,P,승,이클립스,패,Z,배병우,,,,,
1148,,변현제,P,승,어센션,패,Z,배병우,,,,,
1149,,조일장,Z,승,폴리포이드,패,P,김범수,,,,,
1150,,윤용태,P,패,폴리포이드,승,T,김지성,,,,,
1151,,조일장,Z,승,어센션,패,T,김지성,,,,,
1152,,조일장,Z,패,리볼버,승,T,김지성,,,,,
1153,,조일장,Z,패,굿나잇,승,T,김지성,,,,,
1154,,윤용태,P,승,라르고,패,P,김범수,,,,,
1155,,윤용태,P,승,리볼버,패,P,김범수,,,,,
1156,,윤용태,P,패,이클립스,승,Z,조일장,,,,,
1157,,윤용태,P,패,굿나잇,승,Z,조일장,,,,,
1158,,김명운,Z,승,폴리포이드,패,P,송병구,,,,,
1159,,이재호,T,승,폴리포이드,패,P,장윤철,,,,,
1160,,이재호,T,승,레몬,패,Z,김명운,,,,,
1161,,이재호,T,승,어센션,패,Z,김명운,,,,,
1162,,송병구,P,승,레몬,패,P,장윤철,,,,,
1163,,송병구,P,패,리볼버,승,P,장윤철,,,,,
1164,,송병구,P,패,라르고,승,P,장윤철,,,,,
1165,,김명운,Z,승,굿나잇,패,P,장윤철,,,,,
1166,,김명운,Z,패,이클립스,승,P,장윤철,,,,,
1167,,김명운,Z,승,라르고,패,P,장윤철,,,,,
1168,,유영진,T,승,폴리포이드,패,T,황병영,,,,,
1169,,유진우,Z,패,폴리포이드,승,Z,김민철,,,,,
1170,,유영진,T,패,굿나잇,승,Z,김민철,,,,,
1171,,유영진,T,패,이클립스,승,Z,김민철,,,,,
1172,,유진우,Z,패,레몬,승,T,황병영,,,,,
1173,,유진우,Z,패,어센션,승,T,황병영,,,,,
1174,,유영진,T,승,어센션,패,T,황병영,,,,,
1175,,유영진,T,승,리볼버,패,T,황병영,,,,,
1176,"ASL Season 12
8강",김민철,Z,패,폴리포이드,승,Z,김명운,,,,,
1177,,김민철,Z,승,라르고,패,Z,김명운,,,,,
1178,,김민철,Z,승,어센션,패,Z,김명운,,,,,
1179,,김민철,Z,패,굿나잇,승,Z,김명운,,,,,
1180,,김민철,Z,패,리볼버,승,Z,김명운,,,,,
1181,,김지성,T,패,폴리포이드,승,P,변현제,,,,,
1182,,김지성,T,패,레몬,승,P,변현제,,,,,
1183,,김지성,T,패,리볼버,승,P,변현제,,,,,
1184,,박상현,Z,승,라르고,패,T,유영진,,,,,
1185,,박상현,Z,패,리볼버,승,T,유영진,,,,,
1186,,박상현,Z,패,폴리포이드,승,T,유영진,,,,,
1187,,박상현,Z,패,레몬,승,T,유영진,,,,,
1188,,이재호,T,패,리볼버,승,Z,조일장,,,,,
1189,,이재호,T,승,어센션,패,Z,조일장,,,,,
1190,,이재호,T,패,폴리포이드,승,Z,조일장,,,,,
1191,,이재호,T,패,굿나잇,승,Z,조일장,,,,,
1192,"ASL Season 12
4강",김명운,Z,패,이클립스,승,P,변현제,,,,,
1193,,김명운,Z,승,라르고,패,P,변현제,,,,,
1194,,김명운,Z,패,리볼버,승,P,변현제,,,,,
1195,,김명운,Z,패,폴리포이드,승,P,변현제,,,,,
1196,,김명운,Z,패,어센션,승,P,변현제,,,,,
1197,,유영진,T,승,폴리포이드,패,Z,조일장,,,,,
1198,,유영진,T,승,어센션,패,Z,조일장,,,,,
1199,,유영진,T,승,이클립스,패,Z,조일장,,,,,
1200,,유영진,T,패,굿나잇,승,Z,조일장,,,,,
1201,,유영진,T,승,라르고,패,Z,조일장,,,,,
1202,"ASL Season 12
3-4위전",김명운,Z,패,이클립스,승,Z,조일장,,,,,
1203,,김명운,Z,패,어센션,승,Z,조일장,,,,,
1204,,김명운,Z,승,폴리포이드,패,Z,조일장,,,,,
1205,,김명운,Z,패,굿나잇,승,Z,조일장,,,,,
1206,"ASL Season 12
결승전",변현제,P,승,레몬,패,T,유영진,,,,,
1207,,변현제,P,패,라르고,승,T,유영진,,,,,
1208,,변현제,P,승,이클립스,패,T,유영진,,,,,
1209,,변현제,P,승,굿나잇,패,T,유영진,,,,,
1210,,변현제,P,패,어센션,승,T,유영진,,,,,
1211,,변현제,P,패,폴리포이드,승,T,유영진,,,,,
1212,,변현제,P,승,리볼버,패,T,유영진,,,,,
1213,"ASL Season 13
24강",도재욱,P,승,이클립스,패,Z,유진우,,,,,
1214,,김윤중,P,승,이클립스,패,T,황병영,,,,,
1215,,김윤중,P,패,버터,승,P,도재욱,,,,,
1216,,유진우,Z,승,버터,패,T,황병영,,,,,
1217,,김윤중,P,승,버미어,패,Z,유진우,,,,,
1218,,이재호,T,승,이클립스,패,P,박지훈,,,,,
1219,,김택용,P,승,이클립스,패,Z,이예훈,,,,,
1220,,김택용,P,승,메타버스,패,T,이재호,,,,,
1221,,박지훈,P,패,메타버스,승,Z,이예훈,,,,,
1222,,이재호,T,승,알레그로,패,Z,이예훈,,,,,
1223,,정윤종,P,승,이클립스,패,T,정민기,,,,,
1224,,김성대,Z,승,이클립스,패,P,이경민,,,,,
1225,,김성대,Z,패,메타버스,승,P,정윤종,,,,,
1226,,정민기,T,패,모노폴리,승,P,이경민,,,,,
1227,,김성대,Z,승,버미어,패,P,이경민,,,,,
1228,,장윤철,P,패,이클립스,승,Z,김경모,,,,,
1229,,김지성,T,승,이클립스,패,P,김승현,,,,,
1230,,김지성,T,승,메타버스,패,Z,김경모,,,,,
1231,,장윤철,P,승,모노폴리,패,P,김승현,,,,,
1232,,장윤철,P,패,버미어,승,Z,김경모,,,,,
1233,,박상현,Z,승,이클립스,패,P,홍덕,,,,,
1234,,정영재,T,승,이클립스,패,T,최호선,,,,,
1235,,정영재,T,승,메타버스,패,Z,박상현,,,,,
1236,,홍덕,P,패,모노폴리,승,T,최호선,,,,,
1237,,박상현,Z,승,알레그로,패,T,최호선,,,,,
1238,,김민철,Z,승,이클립스,패,P,진영화,,,,,
1239,,윤찬희,T,패,이클립스,승,Z,이제동,,,,,
1240,,김민철,Z,패,버터,승,Z,이제동,,,,,
1241,,윤찬희,T,승,모노폴리,패,P,진영화,,,,,
1242,,윤찬희,T,패,버미어,승,Z,김민철,,,,,
1243,"ASL Season 13
16강",변현제,P,패,버미어,승,T,이재호,,,,,
1244,,김지성,T,패,버미어,승,P,정윤종,,,,,
1245,,이재호,T,패,이클립스,승,P,정윤종,,,,,
1246,,이재호,T,승,알레그로,패,P,정윤종,,,,,
1247,,이재호,T,패,리볼버 SE,승,P,정윤종,,,,,
1248,,김지성,T,패,이클립스,승,P,변현제,,,,,
1249,,김지성,T,승,메타버스,패,P,변현제,,,,,
1250,,김지성,T,패,리볼버 SE,승,P,변현제,,,,,
1251,,변현제,P,승,버터,패,T,이재호,,,,,
1252,,변현제,P,패,알레그로,승,T,이재호,,,,,
1253,,변현제,P,패,이클립스,승,T,이재호,,,,,
1254,,유영진,T,승,버미어,패,Z,김경모,,,,,
1255,,김성대,Z,승,버미어,패,P,김윤중,,,,,
1256,,김성대,Z,승,이클립스,패,T,유영진,,,,,
1257,,김성대,Z,승,버터,패,T,유영진,,,,,
1258,,김경모,Z,패,메타버스,승,P,김윤중,,,,,
1259,,김경모,Z,패,버터,승,P,김윤중,,,,,
1260,,유영진,T,승,버터,패,P,김윤중,,,,,
1261,,유영진,T,패,메타버스,승,P,김윤중,,,,,
1262,,유영진,T,승,알레그로,패,P,김윤중,,,,,
1263,,조일장,Z,패,버미어,승,T,정영재,,,,,
1264,,이제동,Z,승,버미어,패,Z,김민철,,,,,
1265,,이제동,Z,패,메타버스,승,T,정영재,,,,,
1266,,이제동,Z,패,모노폴리,승,T,정영재,,,,,
1267,,조일장,Z,패,알레그로,승,Z,김민철,,,,,
1268,,조일장,Z,패,버터,승,Z,김민철,,,,,
1269,,이제동,Z,패,버터,승,Z,김민철,,,,,
1270,,이제동,Z,패,이클립스,승,Z,김민철,,,,,
